DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,residual_M,mu_tf,d_tf_mpc,d_catalog_mpc
*,11421,UGC02483,79,3,6222,281,5,15.516,0.076,,,14.51,,,0.25,,,,,0.03,0.0,1.05,0.57,0.04,0,5,2,1,LEDA   11421,LEDA,45.40314,31.81925,ivo://CDS.VizieR/J/ApJ/902/145:table1:1475,6379,6030,1.016,34.52,0.12,,,,,,,,,,34.52,0.12,0.57,2.44870631990508,-20.010000000000005,-20.268016156535694,0.2580161565356889,34.77801615653569,90.2824282278626,80.16780633876802
*,11453,UGC02497,82,3,3126,259,5,14.073,0.076,15.38,13.59,13.31,0.6,0.56,0.59,0.81,0.15,0.42,0.08,0.02,0.0,0.96,0.49,0.03,5,5,0,1,LEDA   11453,LEDA,45.53622,29.10839,ivo://CDS.VizieR/J/ApJ/902/145:table1:1477,3274,2931,1.008,32.63,0.13,32.63,0.13,0.5,32.62,0.13,0.5,32.63,0.14,0.5,32.73,0.12,0.6,2.413299764081252,-19.32,-19.967591530763425,0.6475915307634246,33.277591530763424,45.239553106920226,33.573761424295505
*,11456,UGC02498,65,4,6935,296,18,15.833,0.076,,,14.15,,,0.27,,,,,0.02,0.0,1.18,0.68,0.06,0,5,0,1,LEDA   11456,LEDA,45.55096,17.34547,ivo://CDS.VizieR/J/ApJ/902/145:table1:1478,7039,6733,1.018,34.89,0.3,,,,,,,,,,34.89,0.3,0.54,2.4712917110589387,-20.740000000000002,-20.459653200225556,-0.28034679977444554,34.60965320022556,83.5469577070459,95.0604793656282
*,11463,PGC011463,81,3,3372,343,11,14.594,0.185,,,12.09,,,0.51,,,,,0.05,0.01,1.22,0.71,0.07,0,5,0,0,LEDA   11463,LEDA,45.59318,51.96981,ivo://CDS.VizieR/J/ApJ/902/145:table1:1479,3585,3215,1.009,32.85,0.16,,,,,,,,,,32.85,0.16,0.52,2.5352941200427703,-20.76,-21.002713639743128,0.2427136397431262,33.092713639743124,41.547292542586064,37.153522909717275
*,11488,NGC1185,80,3,4924,335,13,15.661,0.185,,,12.82,,,0.28,,,,,0.05,0.01,1.23,0.7,0.07,0,5,0,1,LEDA   11488,LEDA,45.74784,-9.13227,ivo://CDS.VizieR/J/ApJ/902/145:table1:1482,4916,4737,1.013,33.58,0.19,,,,,,,,,,33.58,0.19,0.52,2.525044807036845,-20.759999999999998,-20.91574821900159,0.15574821900159108,33.73574821900159,55.86626586189994,51.99959965335157
*,11521,NGC1169,54,4,2386,450,18,13.509,0.076,,,10.19,,,0.8,,,,,0.01,0.0,1.06,0.51,0.05,0,5,0,1,LEDA   11521,LEDA,45.89467,46.38634,ivo://CDS.VizieR/J/ApJ/902/145:table1:1485,2585,2218,1.006,32.49,0.28,,,,,,,,,,32.49,0.28,0.48,2.6532125137753435,-22.300000000000004,-22.00325120925546,-0.2967487907445445,32.19325120925546,27.456820331998628,31.47748314101319
*,11532,UGC02507,73,6,16091,450,19,16.165,0.076,,,14.47,,,0.19,,,,,0.03,0.01,1.23,0.71,0.07,0,5,0,1,LEDA   11532,LEDA,45.92731,30.62055,ivo://CDS.VizieR/J/ApJ/902/145:table1:1486,16243,15900,1.042,36.68,0.24,,,,,,,,,,36.68,0.24,0.48,2.6532125137753435,-22.21,-22.00325120925546,-0.2067487907445411,36.47325120925546,197.08348890772083,216.7704104819694
*,11538,ESO480-025,52,4,1723,104,17,15.909,0.076,,,14.48,,,0.53,,,,,0.0,0.0,0.89,0.43,0.02,0,4,0,1,LEDA   11538,LEDA,45.9605,-25.27236,ivo://CDS.VizieR/J/ApJ/902/145:table1:1487,1646,1566,1.004,32.17,0.72,,,,,,,,,,32.17,0.72,0.66,2.0170333392987803,-17.69,-16.605270920881555,-1.0847290791184463,31.085270920881555,16.483680351533526,27.16439268839085
*,11552,NGC1171,60,4,2747,278,9,14.107,0.217,14.34,12.48,12.13,0.43,0.34,0.37,0.37,0.06,0.21,0.04,0.02,0.0,1.23,0.71,0.07,5,5,0,0,LEDA   11552,LEDA,45.99566,43.39845,ivo://CDS.VizieR/J/ApJ/902/145:table1:1488,2938,2574,1.007,32.65,0.22,32.64,0.21,0.4,32.65,0.22,0.41,32.65,0.22,0.4,32.62,0.23,0.54,2.444044795918076,-20.519999999999996,-20.2284631255577,-0.29153687444229703,32.3584631255577,29.627337522365625,33.88441561392024
*,11574,UGC02511,77,3,3860,381,20,16.075,0.185,,,12.41,,,0.26,,,,,0.03,0.0,1.14,0.59,0.06,0,5,0,1,LEDA   11574,LEDA,46.08522,48.27009,ivo://CDS.VizieR/J/ApJ/902/145:table1:1490,4064,3697,1.01,33.71,0.24,,,,,,,,,,33.71,0.24,0.48,2.5809249756756194,-21.3,-21.389891449281482,0.08989144928148107,33.79989144928148,57.54111721282907,55.207743928075764
*,11582,PGC011582,57,4,8415,306,18,17.422,0.076,16.8,14.71,14.29,0.24,0.22,0.24,0.32,0.06,0.19,0.03,0.02,0.0,1.24,0.71,0.07,5,5,0,1,LEDA   11582,LEDA,46.16318,5.44287,ivo://CDS.VizieR/J/ApJ/902/145:table1:1491,8468,8217,1.022,35.49,0.29,35.48,0.28,0.35,35.49,0.29,0.39,35.49,0.29,0.4,35.55,0.32,0.5,2.48572142648158,-21.200000000000003,-20.58208933542654,-0.6179106645734613,34.87208933542654,94.27962948257169,125.31411749414168
*,11592,UGC02520,63,4,4217,243,5,15.529,0.076,,,13.78,,,0.31,,,,,0.02,0.0,1.17,0.67,0.06,0,4,1,1,LEDA   11592,LEDA,46.23097,21.37662,ivo://CDS.VizieR/J/ApJ/902/145:table1:1492,4334,4020,1.011,33.64,0.19,,,,,,,,,,33.64,0.19,0.59,2.385606273598312,-19.86,-19.732612264323,-0.1273877356770008,33.512612264322996,50.410668055851126,53.456435939697194
*,11595,ESO248-002,82,3,1391,189,10,14.857,0.217,,,13.31,,,0.69,,,,,0.02,0.0,0.94,0.47,0.03,0,5,0,0,LEDA   11595,LEDA,46.27603,-45.96191,ivo://CDS.VizieR/J/ApJ/902/145:table1:1494,1235,1289,1.003,31.47,0.24,,,,,,,,,,31.47,0.24,0.65,2.2764618041732443,-18.159999999999997,-18.806521442462483,0.6465214424624861,32.116521442462485,26.50356460857885,19.678862897068438
*,11606,ESO300-009,76,3,6075,307,12,16.253,0.185,,,14.72,,,0.24,,,,,0.03,0.0,1.11,0.62,0.05,0,5,0,1,LEDA   11606,LEDA,46.31578,-39.56143,ivo://CDS.VizieR/J/ApJ/902/145:table1:1496,5941,5955,1.016,35.23,0.19,,,,,,,,,,35.23,0.19,0.55,2.4871383754771865,-20.509999999999998,-20.594112147638537,0.08411214763853891,35.31411214763854,115.56396379056552,111.17317272815897
*,11610,UGC02527,69,6,8786,396,19,16.07,0.076,,,13.32,,,0.21,,,,,0.03,0.01,1.2,0.66,0.06,0,5,0,1,LEDA   11610,LEDA,46.33296,2.3802,ivo://CDS.VizieR/J/ApJ/902/145:table1:1497,8826,8591,1.023,35.03,0.27,,,,,,,,,,35.03,0.27,0.48,2.597695185925512,-21.71,-21.53218668306572,-0.17781331693428015,34.852186683065725,93.41945656719766,101.39113857366799
*,11617,NGC1186,71,3,2742,421,17,15.593,0.076,14.13,11.68,11.03,0.65,0.62,0.6,0.49,0.07,0.23,0.03,0.01,0.0,1.02,0.46,0.04,5,5,0,1,LEDA   11617,LEDA,46.37867,42.8355,ivo://CDS.VizieR/J/ApJ/902/145:table1:1499,2931,2570,1.007,32.55,0.2,32.54,0.19,0.35,32.55,0.2,0.39,32.55,0.2,0.4,32.66,0.2,0.48,2.6242820958356683,-21.519999999999996,-21.75777661335836,0.23777661335836342,32.78777661335836,36.104000179531575,32.359365692962776
*,11622,UGC02525,76,3,6229,376,7,15.043,0.076,,,13.73,,,0.24,,,,,0.04,0.0,1.2,0.69,0.06,0,5,0,1,LEDA   11622,LEDA,46.41862,33.3941,ivo://CDS.VizieR/J/ApJ/902/145:table1:1500,6389,6043,1.016,34.97,0.13,,,,,,,,,,34.97,0.13,0.48,2.575187844927661,-21.24,-21.341211894948717,0.10121189494871885,35.07121189494872,103.33379489621245,98.627948563121
*,11625,UGC02526,82,3,4977,568,13,14.929,0.076,14.57,12.21,11.26,1.01,0.7,0.62,0.97,0.18,0.52,0.1,0.04,0.01,1.15,0.6,0.06,3,5,0,1,LEDA   11625,LEDA,46.43062,36.78621,ivo://CDS.VizieR/J/ApJ/902/145:table1:1501,5148,4796,1.013,33.27,0.15,33.27,0.14,0.35,33.27,0.15,0.39,33.26,0.15,0.4,33.53,0.14,0.48,2.754348335711019,-22.010000000000005,-22.86138865725735,0.8513886572573455,34.12138865725735,66.7233328720512,45.08167045414607
*,11628,UGC02530,69,3,4263,290,7,14.988,0.076,,,13.44,,,0.23,,,,,0.03,0.0,1.22,0.7,0.06,0,5,0,1,LEDA   11628,LEDA,46.44492,22.20343,ivo://CDS.VizieR/J/ApJ/902/145:table1:1502,4383,4067,1.011,33.83,0.16,,,,,,,,,,33.83,0.16,0.55,2.462397997898956,-20.39,-20.384190044161798,-0.005809955838202541,33.824190044161796,58.18861346625278,58.344510427374416
*,11662,UGC02539,85,4,7888,398,19,16.592,0.076,,,13.65,,,0.25,,,,,0.06,0.01,1.24,0.71,0.07,0,5,0,1,LEDA   11662,LEDA,46.64562,7.84233,ivo://CDS.VizieR/J/ApJ/902/145:table1:1505,7950,7692,1.02,35.08,0.22,,,,,,,,,,35.08,0.22,0.48,2.5998830720736876,-21.43,-21.55075089700871,0.12075089700871189,35.20075089700871,109.6857424802328,103.75284158180116
*,11685,UGC02541,49,6,11481,215,18,16.607,0.076,,,14.62,,,0.22,,,,,0.01,0.0,1.19,0.68,0.06,0,5,0,1,LEDA   11685,LEDA,46.81184,34.34917,ivo://CDS.VizieR/J/ApJ/902/145:table1:1506,11643,11298,1.03,35.24,0.52,,,,,,,,,,35.24,0.52,0.58,2.3324384599156054,-20.620000000000005,-19.28148336581524,-1.3385166341847636,33.90148336581524,60.297134431129635,111.68632477805623
*,11691,ESO417-018,52,4,4751,313,13,14.403,0.185,,,13.14,,,0.42,,,,,0.02,0.0,1.19,0.69,0.06,0,4,0,1,LEDA   11691,LEDA,46.80492,-31.40077,ivo://CDS.VizieR/J/ApJ/902/145:table1:1507,4647,4612,1.012,34.53,0.3,,,,,,,,,,34.53,0.3,0.48,2.4955443375464483,-21.39,-20.66543673570294,-0.7245632642970605,33.80543673570294,57.68824767656927,80.53784411990668
*,11718,IC1882,72,3,7198,469,14,15.885,0.076,,,13.04,,,0.26,,,,,0.03,0.0,1.21,0.67,0.07,0,5,1,1,LEDA   11718,LEDA,46.9553,3.14782,ivo://CDS.VizieR/J/ApJ/902/145:table1:1509,7239,7006,1.018,35.11,0.17,,,,,,,,,,35.11,0.17,0.48,2.6711728427150834,-22.07,-22.155644600109845,0.08564460010984476,35.195644600109844,109.42811546806017,105.19618738232224
*,11725,UGC02549,67,4,10330,376,19,16.551,0.076,,,14.24,,,0.18,,,,,0.03,0.0,1.24,0.71,0.07,0,5,0,1,LEDA   11725,LEDA,47.00046,23.64261,ivo://CDS.VizieR/J/ApJ/902/145:table1:1510,10453,10138,1.027,35.89,0.26,,,,,,,,,,35.89,0.26,0.48,2.575187844927661,-21.65,-21.341211894948717,-0.3087881050512813,35.581211894948716,130.6900063273688,150.66070661867417
*,11740,UGC02550,59,4,4050,228,12,15.642,0.076,,,13.74,,,0.44,,,,,0.01,0.0,1.12,0.63,0.05,0,5,0,1,LEDA   11740,LEDA,47.06545,36.44966,ivo://CDS.VizieR/J/ApJ/902/145:table1:1511,4218,3871,1.01,33.54,0.29,,,,,,,,,,33.54,0.29,0.59,2.357934847000454,-19.799999999999997,-19.497820209947243,-0.3021797900527545,33.237820209947245,44.418515702587726,51.0504999975406
*,11744,PGC011744,69,9,1573,107,10,15.561,0.185,,,13.56,,,0.2,,,,,0.02,0.01,1.12,0.63,0.05,0,5,0,1,LEDA   11744,LEDA,47.07907,-13.90294,ivo://CDS.VizieR/J/ApJ/902/145:table1:1512,1540,1400,1.004,30.31,0.47,,,,,,,,,,30.31,0.47,0.66,2.0293837776852097,-16.75,-16.710064390453358,-0.039935609546642326,30.270064390453356,11.324339426877032,11.534532578210918
*,11750,IC1892,58,4,2883,173,10,15.024,0.185,,,13.63,,,0.52,,,,,0.01,0.0,1.03,0.55,0.04,0,4,0,1,LEDA   11750,LEDA,47.11454,-23.05319,ivo://CDS.VizieR/J/ApJ/902/145:table1:1513,2811,2727,1.007,32.25,0.31,,,,,,,,,,32.25,0.31,0.64,2.2380461031287955,-18.619999999999997,-18.480564219526638,-0.13943578047335947,32.11056421952664,26.430954307148863,28.183829312644534
*,11782,PGC011782,69,3,3119,291,16,15.08,0.076,,,13.37,,,0.37,,,,,0.02,0.0,1.16,0.66,0.06,0,4,0,1,LEDA   11782,LEDA,47.28731,-10.29314,ivo://CDS.VizieR/J/ApJ/902/145:table1:1517,3101,2942,1.008,33.78,0.26,,,,,,,,,,33.78,0.26,0.55,2.4638929889859074,-20.410000000000004,-20.39687504351799,-0.013124956482013062,33.76687504351799,56.67284418496336,57.01642722807478
*,11798,ESO547-011,53,4,2213,128,17,15.245,0.076,,,15.19,,,0.37,,,,,0.01,0.0,0.83,0.37,0.01,0,3,0,1,LEDA   11798,LEDA,47.37417,-17.41639,ivo://CDS.VizieR/J/ApJ/902/145:table1:1519,2164,2047,1.005,33.17,0.6,,,,,,,,,,33.17,0.6,0.66,2.1072099696478683,-17.980000000000004,-17.37041962839287,-0.6095803716071337,32.56041962839287,32.51501252810626,43.0526610491711
*,11809,ESO547-012,89,1,2015,123,18,16.449,0.076,,,16.15,,,0.37,,,,,0.01,0.0,0.79,0.34,0.01,0,1,0,1,LEDA   11809,LEDA,47.40375,-17.83194,ivo://CDS.VizieR/J/ApJ/902/145:table1:1521,1964,1850,1.005,33.18,0.61,,,,,,,,,,33.18,0.61,0.66,2.089905111439398,-17.03,-17.223587906686035,0.19358790668603376,33.37358790668603,47.28436720301037,43.25138310350086
*,11813,NGC1234,63,4,3732,218,11,15.357,0.185,15.3,13.8,13.97,0.54,0.53,0.45,0.36,0.06,0.19,0.03,0.01,0.0,1.04,0.56,0.04,5,4,0,1,LEDA   11813,LEDA,47.4125,-7.84539,ivo://CDS.VizieR/J/ApJ/902/145:table1:1522,3724,3552,1.009,33.31,0.25,33.3,0.24,0.52,33.31,0.25,0.52,33.31,0.25,0.52,33.32,0.27,0.61,2.3384564936046046,-19.340000000000003,-19.332546381599617,-0.00745361840038683,33.30254638159962,45.76245094199627,45.9198012836869
*,11824,PGC011824,78,3,4048,266,16,15.354,0.185,,,13.06,,,0.25,,,,,0.04,0.01,1.23,0.71,0.07,0,5,0,1,LEDA   11824,LEDA,47.46894,-10.04956,ivo://CDS.VizieR/J/ApJ/902/145:table1:1523,4030,3872,1.01,32.96,0.27,,,,,,,,,,32.96,0.27,0.59,2.424881636631067,-19.9,-20.065863719220083,0.16586371922008425,33.125863719220085,42.18642696963596,39.084089579240214
*,11829,PGC011829,79,3,9476,535,19,16.314,0.076,,,13.31,,,0.23,,,,,0.04,0.01,1.19,0.64,0.06,0,5,0,1,LEDA   11829,LEDA,47.48214,16.02868,ivo://CDS.VizieR/J/ApJ/902/145:table1:1524,9568,9284,1.024,35.71,0.18,,,,,,,,,,35.71,0.18,0.48,2.7283537820212285,-22.4,-22.640824869487943,0.24082486948794468,35.950824869487946,154.94050741236882,138.67558288718897
*,11836,NGC1249,69,3,1072,217,13,12.371,0.185,,,11.83,,,0.79,,,,,0.02,0.0,1.02,0.55,0.04,0,5,0,1,LEDA   11836,LEDA,47.50507,-53.33584,ivo://CDS.VizieR/J/ApJ/902/145:table1:1525,890,997,1.003,30.89,0.27,,,,,,,,,,30.89,0.27,0.62,2.3364597338485296,-19.060000000000002,-19.315603875091476,0.25560387509147375,31.145603875091474,16.94809052429081,15.066070661867425
*,11851,IC1898,88,2,1324,246,16,14.115,0.076,,,12.15,,,0.65,,,,,0.04,0.0,1.12,0.63,0.05,0,4,0,1,LEDA   11851,LEDA,47.57946,-22.40602,ivo://CDS.VizieR/J/ApJ/902/145:table1:1527,1254,1169,1.003,31.52,0.28,,,,,,,,,,31.52,0.28,0.61,2.3909351071033793,-19.369999999999997,-19.77782741655436,0.40782741655436183,31.927827416554358,24.297717775658942,20.137242498623873
*,11853,UGC02570,82,3,10410,598,19,16.192,0.076,,,13.32,,,0.26,,,,,0.05,0.01,1.21,0.67,0.07,0,5,0,1,LEDA   11853,LEDA,47.60737,20.38498,ivo://CDS.VizieR/J/ApJ/902/145:table1:1528,10519,10220,1.027,35.99,0.16,,,,,,,,,,35.99,0.16,0.48,2.776701183988411,-22.67,-23.05105257464297,0.38105257464296827,36.371052574642974,188.02279961128414,157.761126969935
*,11856,ESO357-007,88,2,1117,125,8,14.877,0.185,,,14.62,,,0.74,,,,,0.01,0.0,0.75,0.31,0.01,0,4,0,0,LEDA   11856,LEDA,47.60146,-33.15617,ivo://CDS.VizieR/J/ApJ/902/145:table1:1529,1004,986,1.003,30.84,0.28,,,,,,,,,,30.84,0.28,0.66,2.0969100130080562,-16.22,-17.283024496418363,1.0630244964183646,31.90302449641836,24.021764183737414,14.723125024327185
*,11859,UGC02571,82,3,10547,379,20,16.683,0.076,,,14.44,,,0.19,,,,,0.05,0.01,1.23,0.71,0.07,0,5,0,1,LEDA   11859,LEDA,47.62227,22.89902,ivo://CDS.VizieR/J/ApJ/902/145:table1:1530,10666,10358,1.027,35.82,0.24,,,,,,,,,,35.82,0.24,0.48,2.578639209968072,-21.380000000000003,-21.370496727278308,-0.0095032727216946,35.810496727278306,145.2443828098133,145.8814260275349
*,11926,UGC02581,89,2,4267,258,18,16.13,0.185,17.62,15.54,14.92,0.21,0.19,0.2,1.53,0.2,0.91,0.18,0.04,0.0,1.09,0.6,0.04,5,5,0,0,LEDA   11926,LEDA,48.0325,40.24386,ivo://CDS.VizieR/J/ApJ/902/145:table1:1534,4444,4097,1.011,34.27,0.28,34.25,0.27,0.5,34.27,0.28,0.51,34.28,0.28,0.5,34.55,0.3,0.6,2.41161970596323,-19.35,-19.953336237650653,0.6033362376506517,34.873336237650655,94.33378224893742,71.44963260755142
*,11931,NGC1247,88,2,3942,599,13,14.491,0.076,,,11.33,,,0.61,,,,,0.06,0.0,1.21,0.67,0.07,0,5,0,1,LEDA   11931,LEDA,48.05966,-10.48112,ivo://CDS.VizieR/J/ApJ/902/145:table1:1535,3920,3769,1.01,33.71,0.13,,,,,,,,,,33.71,0.13,0.48,2.7774268223893115,-22.380000000000003,-23.05720961646656,0.6772096164665591,34.38720961646656,75.41225428915847,55.207743928075764
*,11968,PGC011968,78,4,2163,144,14,15.814,0.185,,,15.34,,,0.2,,,,,0.01,0.0,0.86,0.41,0.02,0,4,0,1,LEDA   11968,LEDA,48.19758,-5.26856,ivo://CDS.VizieR/J/ApJ/902/145:table1:1538,2163,1985,1.005,32.69,0.42,,,,,,,,,,32.69,0.42,0.66,2.1583624920952498,-17.349999999999998,-17.804448780791258,0.4544487807912603,33.14444878079126,42.54903904638917,34.51437393358559
*,11976,PGC011976,50,4,12841,380,18,16.33,0.076,,,13.98,,,0.15,,,,,0.01,0.0,1.18,0.63,0.06,0,5,0,1,LEDA   11976,LEDA,48.22913,22.52198,ivo://CDS.VizieR/J/ApJ/902/145:table1:1540,12956,12655,1.033,36.4,0.32,,,,,,,,,,36.4,0.32,0.48,2.57978359661681,-22.419999999999998,-21.38020684798015,-1.039793152019847,35.36020684798015,118.04330748275943,190.54607179632464
*,11993,UGC02591,73,3,9800,424,19,17.248,0.185,16.94,14.44,13.6,0.26,0.2,0.22,0.62,0.09,0.33,0.05,0.03,0.0,1.16,0.61,0.06,5,5,0,0,LEDA   11993,LEDA,48.28441,42.78155,ivo://CDS.VizieR/J/ApJ/902/145:table1:1542,9984,9635,1.025,35.28,0.21,35.29,0.2,0.35,35.28,0.21,0.39,35.28,0.21,0.4,35.41,0.21,0.48,2.6273658565927325,-21.68,-21.783942323347826,0.10394232334782672,35.383942323347824,119.34066806196222,113.7627285823431
*,12005,UGC02596,63,4,5376,339,10,14.672,0.076,15.6,13.58,13.16,0.47,0.44,0.4,0.41,0.07,0.24,0.04,0.02,0.0,1.19,0.68,0.06,5,5,0,1,LEDA   12005,LEDA,48.37191,44.1314,ivo://CDS.VizieR/J/ApJ/902/145:table1:1544,5563,5214,1.014,34.18,0.2,34.16,0.19,0.35,34.18,0.2,0.39,34.19,0.2,0.4,34.28,0.21,0.48,2.530199698203082,-21.02,-20.959487470489904,-0.06051252951009545,34.1194874704899,66.6649402343065,68.54882264526613
*,12007,NGC1255,56,4,1685,221,13,13.721,0.185,,,11.03,,,0.87,,,,,0.01,0.0,1.23,0.71,0.07,0,4,0,1,LEDA   12007,LEDA,48.38329,-25.72511,ivo://CDS.VizieR/J/ApJ/902/145:table1:1545,1598,1541,1.004,30.89,0.32,,,,,,,,,,30.89,0.32,0.59,2.3443922736851106,-19.86,-19.38291147551684,-0.4770885244831611,30.412911475516836,12.094343387316684,15.066070661867425
*,12011,ESO481-014,87,2,1733,158,13,13.611,0.185,,,13.98,,,0.95,,,,,0.01,0.0,0.76,0.31,0.02,0,5,0,1,LEDA   12011,LEDA,48.41958,-25.19028,ivo://CDS.VizieR/J/ApJ/902/145:table1:1546,1649,1588,1.004,31.1,0.35,,,,,,,,,,31.1,0.35,0.66,2.1986570869544226,-17.12,-18.146348417724187,1.0263484177241864,32.12634841772419,26.623778015015702,16.595869074375614
*,12029,PGC012029,64,6,12263,323,19,16.692,0.076,,,14.47,,,0.17,,,,,0.02,0.01,1.24,0.71,0.07,0,4,0,1,LEDA   12029,LEDA,48.47423,33.96663,ivo://CDS.VizieR/J/ApJ/902/145:table1:1547,12419,12087,1.032,35.76,0.33,,,,,,,,,,35.76,0.33,0.5,2.509202522331103,-21.29,-20.78132643344917,-0.5086735665508293,35.25132643344917,112.27040432367376,141.90575216890912
*,12041,NGC1253,66,4,1709,293,8,12.405,0.185,,,11.45,,,0.95,,,,,0.01,0.0,1.11,0.62,0.05,0,5,0,1,LEDA   12041,LEDA,48.53769,-2.82295,ivo://CDS.VizieR/J/ApJ/902/145:table1:1548,1719,1530,1.004,31.84,0.19,,,,,,,,,,31.84,0.19,0.54,2.4668676203541096,-20.39,-20.422114790644176,0.032114790644175883,31.872114790644176,23.682249821491666,23.33458062281002
*,12046,PGC012046,81,3,5268,283,20,16.006,0.076,,,14.94,,,0.24,,,,,0.03,0.0,1.04,0.56,0.04,0,5,0,1,LEDA   12046,LEDA,48.56367,35.53989,ivo://CDS.VizieR/J/ApJ/902/145:table1:1549,5428,5094,1.013,35.07,0.31,,,,,,,,,,35.07,0.31,0.57,2.45178643552429,-20.130000000000003,-20.294150937530514,0.16415093753051124,35.234150937530515,111.385892099952,103.2761405761398
*,12079,IC1904,71,4,4639,382,20,15.612,0.185,,,12.7,,,0.24,,,,,0.03,0.0,1.18,0.64,0.06,0,5,0,1,LEDA   12079,LEDA,48.75315,-30.70794,ivo://CDS.VizieR/J/ApJ/902/145:table1:1552,4532,4507,1.012,34.14,0.25,,,,,,,,,,34.14,0.25,0.48,2.582063362911709,-21.44,-21.39955066496707,-0.0404493350329318,34.09955066496707,66.05567472152532,67.29766562843179
*,12080,IC0304,52,4,4951,337,19,15.236,0.076,,,12.5,,,0.25,,,,,0.01,0.0,1.15,0.61,0.06,0,5,0,1,LEDA   12080,LEDA,48.75574,37.88191,ivo://CDS.VizieR/J/ApJ/902/145:table1:1553,5118,4781,1.013,34.23,0.33,,,,,,,,,,34.23,0.33,0.48,2.5276299008713385,-21.729999999999997,-20.93768274015858,-0.7923172598414183,33.43768274015858,48.700850761947336,70.14552984199703
*,12130,PGC012130,79,3,2314,273,12,15.719,0.076,,,12.72,,,0.45,,,,,0.04,0.01,1.22,0.7,0.06,0,5,0,1,LEDA   12130,LEDA,49.0022,-5.49926,ivo://CDS.VizieR/J/ApJ/902/145:table1:1555,2311,2141,1.006,32.64,0.2,,,,,,,,,,32.64,0.2,0.58,2.436162647040756,-19.92,-20.161583092421107,0.24158309242110576,32.88158309242111,37.697853163246734,33.72873086588689
*,12139,PGC012139,88,3,5446,212,18,15.851,0.076,,,14.75,,,0.32,,,,,0.02,0.0,0.94,0.47,0.03,0,4,0,1,LEDA   12139,LEDA,49.02325,-13.03442,ivo://CDS.VizieR/J/ApJ/902/145:table1:1557,5410,5282,1.014,33.56,0.36,,,,,,,,,,33.56,0.36,0.64,2.326335860928751,-18.810000000000002,-19.229702813479502,0.4197028134794998,33.979702813479506,62.508713783919056,51.5228644581757
*,12163,UGC02628,79,3,6815,392,19,15.508,0.076,16.03,14.02,13.52,0.41,0.33,0.34,0.85,0.13,0.48,0.08,0.04,0.0,1.19,0.68,0.06,5,5,0,1,LEDA   12163,LEDA,49.13269,-0.4681,ivo://CDS.VizieR/J/ApJ/902/145:table1:1558,6833,6638,1.018,34.82,0.21,34.8,0.2,0.35,34.82,0.21,0.39,34.82,0.21,0.4,34.87,0.22,0.48,2.593286067020457,-21.3,-21.49477530920526,0.19477530920525865,35.01477530920526,100.6827483060203,92.04495717531712
*,12181,ESO357-012,51,4,1568,123,10,14.011,0.076,,,13.49,,,0.73,,,,,0.0,0.0,0.84,0.38,0.01,0,5,0,1,LEDA   12181,LEDA,49.22292,-35.54139,ivo://CDS.VizieR/J/ApJ/902/145:table1:1560,1441,1450,1.004,31.02,0.41,,,,,,,,,,31.02,0.41,0.66,2.089905111439398,-17.53,-17.223587906686035,-0.30641209331396624,30.713587906686037,13.89049048571449,15.995580286146687
*,12195,PGC012195,70,3,4759,239,9,15.897,0.076,,,13.68,,,0.2,,,,,0.03,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   12195,LEDA,49.26858,15.48453,ivo://CDS.VizieR/J/ApJ/902/145:table1:1561,4843,4576,1.012,33.29,0.19,,,,,,,,,,33.29,0.19,0.6,2.3783979009481375,-19.61,-19.671449222466258,0.06144922246625839,33.35144922246626,46.80474079864338,45.498806015004845
*,12200,UGC02630,76,3,5068,242,18,16.308,0.076,,,13.55,,,0.21,,,,,0.04,0.0,1.23,0.71,0.07,0,5,0,1,LEDA   12200,LEDA,49.2985,37.13695,ivo://CDS.VizieR/J/ApJ/902/145:table1:1562,5232,4900,1.013,33.18,0.32,,,,,,,,,,33.18,0.32,0.61,2.383815365980431,-19.63,-19.71741641320515,0.08741641320515114,33.267416413205154,45.02806482377566,43.25138310350086
*,12212,IC1909,55,4,7554,428,18,15.903,0.185,,,13.18,,,0.27,,,,,0.02,0.0,1.2,0.66,0.06,0,5,0,0,LEDA   12212,LEDA,49.33343,-33.69004,ivo://CDS.VizieR/J/ApJ/902/145:table1:1563,7434,7432,1.02,35.53,0.28,,,,,,,,,,35.53,0.28,0.48,2.6314437690131722,-22.35,-21.818543410190006,-0.531456589809995,34.99854341019001,99.93294405289402,127.64388088113448
