DM,PGC,Name,Inc,e_Inc,HRV,Wmx,e_Wmx,m21,e_m21,umag,rmag,W1mag,Reu,Rer,ReW1,Au,e_Au,Ar,e_Ar,AW1,e_AW1,Gu,Gr,Gw1,QSflag,QWflag,ALFALFA,ADHI,SimbadName,LEDA,_RA,_DE,_ivoid,Vls,Vcmb,f,DMbest,e_DMbest,DM-r,e_DM-r,RMS-r,DM-i,e_DM-i,RMS-i,DM-z,e_DM-z,RMS-z,DM-W1,e_DM-W1,RMS-W1,logW,M_W1,M_pred,mu_tf,d_tf_mpc,d_catalog_mpc
*,6302,UGC01199,72,3,9330,349,5,16.205,0.076,16.67,15.01,14.72,0.22,0.18,0.17,0.61,0.08,0.36,0.05,0.03,0.0,1.21,0.69,0.06,5,5,1,1,LEDA    6302,LEDA,25.67632,8.17492,ivo://CDS.VizieR/J/ApJ/902/145:table1:769,9462,9035,1.024,35.87,0.14,35.86,0.14,0.35,35.87,0.14,0.39,35.87,0.14,0.4,35.91,0.13,0.5,2.5428254269591797,-21.15,-21.0435607286353,35.7635607286353,142.13863672184178,149.27944095789942
*,6309,UGC01200,57,4,824,120,5,14.896,0.076,14.66,13.36,13.65,0.34,0.36,0.39,0.25,0.05,0.13,0.02,0.01,0.0,0.97,0.5,0.03,5,5,1,1,LEDA    6309,LEDA,25.70139,13.15595,ivo://CDS.VizieR/J/ApJ/902/145:table1:770,975,530,1.001,31.14,0.25,31.14,0.24,0.56,31.14,0.25,0.6,31.14,0.26,0.59,30.75,0.27,0.66,2.0791812460476247,-17.490000000000002,-17.21469930660047,30.86469930660047,14.891548535665123,16.90440931643265
*,6319,IC1722,76,3,4119,201,12,15.913,0.185,,,14.21,,,0.43,,,,,0.02,0.0,0.97,0.5,0.03,0,5,0,1,LEDA    6319,LEDA,25.76242,-34.18733,ivo://CDS.VizieR/J/ApJ/902/145:table1:771,4062,3904,1.01,32.82,0.28,,,,,,,,,,32.82,0.28,0.64,2.303196057420489,-18.61,-19.064656028894778,33.27465602889478,45.17843740070418,36.643757464783334
*,6329,UGC01204,84,3,5632,270,6,16.204,0.076,16.37,14.57,14.2,0.3,0.28,0.31,1.06,0.22,0.6,0.13,0.04,0.0,1.11,0.62,0.05,5,4,1,1,LEDA    6329,LEDA,25.79958,4.27877,ivo://CDS.VizieR/J/ApJ/902/145:table1:772,5748,5338,1.014,34.03,0.14,34.03,0.13,0.49,34.03,0.14,0.49,34.02,0.14,0.48,33.98,0.12,0.59,2.4313637641589874,-19.830000000000002,-20.12308921556152,34.323089215561524,73.21799687383644,63.97348354826485
*,6332,IC1723,82,3,5559,438,5,14.541,0.076,15.17,12.98,12.32,0.68,0.49,0.43,1.04,0.19,0.6,0.11,0.05,0.01,1.23,0.71,0.07,5,5,1,1,LEDA    6332,LEDA,25.80916,8.88941,ivo://CDS.VizieR/J/ApJ/902/145:table1:773,5694,5265,1.014,33.76,0.12,33.76,0.12,0.35,33.76,0.12,0.39,33.76,0.12,0.4,33.92,0.1,0.48,2.6414741105040997,-21.439999999999998,-21.858220233294798,34.178220233294795,68.49266216697086,56.49369748123019
*,6338,PGC006338,54,4,11380,331,20,16.255,0.185,,,13.71,,,0.21,,,,,0.02,0.0,1.23,0.7,0.07,0,5,0,0,LEDA    6338,LEDA,25.80166,-13.6366,ivo://CDS.VizieR/J/ApJ/902/145:table1:775,11417,11108,1.029,35.42,0.34,,,,,,,,,,35.42,0.34,0.48,2.519827993775719,-21.71,-20.853643571584268,34.563643571584265,81.79536869028168,121.33888504649786
*,6358,UGC01209,71,3,4909,275,20,17.136,0.076,15.79,13.43,12.86,0.33,0.32,0.26,0.56,0.08,0.29,0.04,0.03,0.0,1.15,0.6,0.06,5,5,1,1,LEDA    6358,LEDA,25.93784,12.16362,ivo://CDS.VizieR/J/ApJ/902/145:table1:776,5056,4616,1.012,33.3,0.29,33.31,0.28,0.46,33.31,0.29,0.46,33.29,0.3,0.45,33.14,0.32,0.57,2.439332693830263,-20.439999999999998,-20.188898145446647,33.04889814544664,40.717361621037476,45.708818961487445
*,6364,UGC01211,54,4,2419,150,5,15.982,0.076,16.54,14.61,15.4,0.44,0.48,0.33,0.2,0.04,0.1,0.02,0.01,0.0,0.88,0.42,0.02,4,1,1,1,LEDA    6364,LEDA,25.97972,13.80638,ivo://CDS.VizieR/J/ApJ/902/145:table1:777,2572,2126,1.006,33.1,0.25,33.12,0.24,0.56,33.1,0.25,0.59,33.1,0.25,0.58,33.48,0.27,0.65,2.1760912590556813,-17.700000000000003,-18.015000540805378,33.41500054080538,48.194791765428036,41.686938347033575
*,6377,UGC01218,64,4,10229,319,8,16.109,0.076,16.41,14.74,14.59,0.22,0.2,0.19,0.43,0.07,0.25,0.04,0.02,0.0,1.21,0.7,0.06,5,5,1,1,LEDA    6377,LEDA,26.07217,12.25477,ivo://CDS.VizieR/J/ApJ/902/145:table1:778,10376,9936,1.026,35.61,0.19,35.6,0.18,0.35,35.61,0.19,0.39,35.61,0.19,0.4,35.67,0.19,0.51,2.503790683057181,-21.02,-20.721204423523204,35.31120442352321,115.40932068159476,132.43415351946643
*,6380,UGC01219,63,4,4602,368,5,15.867,0.076,14.83,12.92,12.53,0.32,0.24,0.23,0.38,0.07,0.2,0.04,0.01,0.0,1.12,0.57,0.05,5,5,1,1,LEDA    6380,LEDA,26.08598,17.47757,ivo://CDS.VizieR/J/ApJ/902/145:table1:779,4768,4312,1.011,33.93,0.18,33.92,0.17,0.35,33.93,0.18,0.39,33.93,0.18,0.4,33.99,0.18,0.48,2.5658478186735176,-21.4,-21.233683997959407,33.763683997959404,56.589622858781965,61.09420249055721
*,6434,UGC01224,90,1,11223,442,20,16.534,0.076,17.96,15.46,14.45,0.3,0.26,0.24,1.76,0.02,1.11,0.02,0.06,0.0,1.2,0.69,0.06,5,5,0,1,LEDA    6434,LEDA,26.29245,32.12321,ivo://CDS.VizieR/J/ApJ/902/145:table1:781,11435,10954,1.029,36.13,0.2,36.13,0.19,0.35,36.13,0.2,0.39,36.14,0.2,0.4,36.3,0.21,0.48,2.645422269349092,-21.680000000000003,-21.89082487649324,36.340824876493244,185.4235857598796,168.2674061070469
*,6443,UGC01228,64,4,3986,189,5,15.647,0.076,13.73,13.89,13.75,0.96,0.48,0.57,0.37,0.06,0.2,0.03,0.02,0.0,1.04,0.56,0.04,1,1,2,1,LEDA    6443,LEDA,26.34054,28.72196,ivo://CDS.VizieR/J/ApJ/902/145:table1:784,4188,3711,1.01,32.33,0.19,32.39,0.19,0.55,32.35,0.19,0.57,32.26,0.2,0.56,32.4,0.2,0.64,2.2764618041732443,-18.58,-18.8438795043107,32.5938795043107,33.01991119057693,29.241523778433336
*,6454,UGC01235,56,4,5356,224,5,16.692,0.076,15.87,14.26,14.18,0.23,0.22,0.26,0.31,0.05,0.17,0.03,0.01,0.0,1.2,0.69,0.06,5,5,1,1,LEDA    6454,LEDA,26.39864,3.35754,ivo://CDS.VizieR/J/ApJ/902/145:table1:785,5466,5065,1.013,34.24,0.22,34.24,0.21,0.49,34.24,0.22,0.49,34.24,0.22,0.48,34.09,0.23,0.59,2.3502480183341627,-20.060000000000002,-19.453220029890666,33.633220029890666,53.289789652212995,70.46930689671474
*,6459,UGC01233,55,4,7848,297,7,15.835,0.076,15.84,14.14,14.03,0.27,0.24,0.23,0.29,0.05,0.17,0.03,0.02,0.0,1.22,0.71,0.07,5,5,2,1,LEDA    6459,LEDA,26.42202,28.80544,ivo://CDS.VizieR/J/ApJ/902/145:table1:786,8050,7573,1.02,35.07,0.22,35.05,0.22,0.35,35.07,0.22,0.39,35.08,0.23,0.4,35.14,0.24,0.5,2.4727564493172123,-21.04,-20.464917845967634,34.494917845967635,79.24713480832405,103.2761405761398
*,6473,UGC01234,52,5,5654,255,5,15.472,0.076,,,14.47,,,0.31,,,,,0.01,0.0,1.09,0.6,0.05,0,4,1,1,LEDA    6473,LEDA,26.46587,35.11089,ivo://CDS.VizieR/J/ApJ/902/145:table1:787,5874,5392,1.014,35.14,0.3,,,,,,,,,,35.14,0.3,0.54,2.406540180433955,-20.67,-19.918091361615506,34.38809136161551,75.44288230507864,106.65961212302578
*,6475,UGC01237,79,3,5211,374,5,15.132,0.076,16.06,13.68,12.91,0.43,0.28,0.26,0.88,0.14,0.51,0.08,0.04,0.01,1.24,0.71,0.07,5,4,1,1,LEDA    6475,LEDA,26.47853,9.82278,ivo://CDS.VizieR/J/ApJ/902/145:table1:788,5347,4919,1.013,34.0,0.13,34.01,0.13,0.35,34.0,0.13,0.39,33.99,0.13,0.4,34.05,0.11,0.48,2.5728716022004803,-21.09,-21.29168773205187,34.201687732051866,69.23688912594727,63.09573444801933
*,6485,UGC01239,55,4,5413,206,8,16.189,0.076,16.07,14.58,14.64,0.25,0.24,0.24,0.27,0.05,0.15,0.03,0.01,0.0,1.12,0.63,0.05,5,4,1,1,LEDA    6485,LEDA,26.54226,6.43257,ivo://CDS.VizieR/J/ApJ/902/145:table1:789,5535,5122,1.014,34.37,0.25,34.37,0.24,0.51,34.37,0.25,0.52,34.37,0.26,0.51,34.23,0.27,0.61,2.3138672203691533,-19.729999999999997,-19.152780512765272,33.792780512765276,57.35299508772966,74.81695005111534
*,6500,UGC01240,77,3,1815,122,5,15.745,0.076,15.85,14.71,15.32,0.23,0.22,0.26,0.52,0.08,0.24,0.04,0.01,0.0,0.81,0.36,0.01,4,5,1,1,LEDA    6500,LEDA,26.58612,4.26392,ivo://CDS.VizieR/J/ApJ/902/145:table1:790,1928,1525,1.004,31.85,0.2,31.85,0.19,0.56,31.84,0.2,0.6,31.86,0.2,0.59,31.77,0.2,0.66,2.0863598306747484,-16.53,-17.273981417484656,32.593981417484656,33.02146094221453,23.44228815319924
*,6502,NGC0668,51,4,4499,279,14,15.266,0.076,,,12.63,,,0.24,,,,,0.01,0.0,1.21,0.67,0.07,0,5,0,1,LEDA    6502,LEDA,26.59437,36.46035,ivo://CDS.VizieR/J/ApJ/902/145:table1:791,4722,4241,1.011,33.73,0.32,,,,,,,,,,33.73,0.32,0.5,2.4456042032735974,-21.099999999999994,-20.24068945773768,32.87068945773768,37.50920777093324,55.7185748931929
*,6505,IC0159,57,4,3916,224,12,15.997,0.185,14.71,13.37,13.5,0.34,0.33,0.35,0.32,0.06,0.18,0.03,0.01,0.0,1.21,0.7,0.06,5,4,0,1,LEDA    6505,LEDA,26.60437,-8.63662,ivo://CDS.VizieR/J/ApJ/902/145:table1:792,3973,3638,1.01,33.39,0.27,33.38,0.26,0.49,33.39,0.27,0.49,33.39,0.28,0.49,33.36,0.3,0.59,2.3502480183341627,-19.89,-19.453220029890666,32.953220029890666,38.96224796534312,47.643098680541584
*,6528,UGC01244,80,3,3122,183,5,15.661,0.076,16.82,15.07,15.2,0.3,0.32,0.37,0.62,0.1,0.28,0.05,0.01,0.0,0.82,0.37,0.01,5,4,2,1,LEDA    6528,LEDA,26.70631,24.46527,ivo://CDS.VizieR/J/ApJ/902/145:table1:793,3310,2842,1.008,33.23,0.16,33.24,0.15,0.56,33.22,0.16,0.59,33.23,0.16,0.58,33.12,0.15,0.65,2.2624510897304293,-18.029999999999998,-18.72817637196518,33.92817637196518,61.042916400060676,44.2588372362626
*,6546,NGC0671,72,3,5516,387,5,15.998,0.076,15.39,13.42,12.89,0.25,0.2,0.2,0.59,0.08,0.31,0.04,0.03,0.0,1.15,0.6,0.06,5,5,1,1,LEDA    6546,LEDA,26.74652,13.1251,ivo://CDS.VizieR/J/ApJ/902/145:table1:794,5664,5226,1.014,34.28,0.14,34.27,0.13,0.35,34.28,0.14,0.39,34.28,0.14,0.4,34.3,0.12,0.48,2.5877109650189114,-21.39,-21.414233999561063,34.30423399956106,72.58498642008401,71.77942912713623
*,6560,NGC0669,84,3,4668,748,19,16.756,0.076,,,11.32,,,0.56,,,,,0.01,0.01,0.74,0.18,0.0,0,5,1,1,LEDA    6560,LEDA,26.81718,35.56328,ivo://CDS.VizieR/J/ApJ/902/145:table1:795,4888,4408,1.012,34.12,0.15,,,,,,,,,,34.12,0.15,0.48,2.8739015978644615,-22.799999999999997,-23.77765042656264,35.09765042656264,104.59961482823765,66.68067692136212
*,6573,UGC01253,72,6,6639,432,6,15.51,0.076,16.48,14.2,13.53,0.26,0.23,0.2,0.63,0.17,0.35,0.1,0.03,0.01,1.23,0.7,0.07,5,5,1,1,LEDA    6573,LEDA,26.87458,12.10401,ivo://CDS.VizieR/J/ApJ/902/145:table1:796,6783,6349,1.017,35.4,0.18,35.4,0.17,0.35,35.4,0.18,0.39,35.39,0.18,0.4,35.36,0.18,0.48,2.635483746814912,-21.869999999999997,-21.808750675867387,35.33875067586739,116.88267305798286,120.22644346174118
*,6574,IC1727,73,3,336,123,5,12.429,0.076,13.1,11.77,12.19,1.53,1.56,1.42,0.41,0.06,0.18,0.02,0.01,0.0,0.77,0.33,0.01,5,5,0,1,LEDA    6574,LEDA,26.87454,27.33335,ivo://CDS.VizieR/J/ApJ/902/145:table1:797,533,61,1.0,28.76,0.2,28.76,0.19,0.56,28.75,0.2,0.6,28.77,0.2,0.59,28.58,0.21,0.66,2.089905111439398,-16.57,-17.303259017223667,29.493259017223664,7.91866195441645,5.649369748123029
*,6580,UGC01255,52,4,5237,207,5,15.812,0.076,16.25,14.61,14.56,0.26,0.24,0.26,0.23,0.04,0.13,0.02,0.01,0.0,1.1,0.61,0.05,5,5,1,1,LEDA    6580,LEDA,26.90504,11.34389,ivo://CDS.VizieR/J/ApJ/902/145:table1:798,5378,4947,1.013,34.39,0.24,34.39,0.23,0.5,34.39,0.24,0.5,34.39,0.25,0.49,34.3,0.26,0.6,2.315970345456918,-19.83,-19.170148517898912,33.73014851789891,55.72238589656336,75.50922276654342
*,6586,PGC006586,53,4,12257,338,5,16.192,0.076,16.52,14.81,14.32,0.18,0.17,0.18,0.27,0.05,0.16,0.03,0.02,0.0,1.24,0.71,0.07,5,5,0,1,LEDA    6586,LEDA,26.94876,25.57359,ivo://CDS.VizieR/J/ApJ/902/145:table1:799,12448,11979,1.031,36.21,0.23,36.19,0.22,0.35,36.22,0.23,0.39,36.23,0.23,0.4,36.1,0.24,0.48,2.5289167002776547,-21.89,-20.9286998305306,35.2486998305306,112.13468466469244,174.5822152920504
*,6595,NGC0672,71,3,429,199,5,12.276,0.076,12.26,10.72,10.89,1.46,1.4,1.41,0.5,0.07,0.27,0.04,0.02,0.0,1.03,0.55,0.04,5,5,2,1,LEDA    6595,LEDA,26.97699,27.43278,ivo://CDS.VizieR/J/ApJ/902/145:table1:801,626,154,1.0,29.46,0.16,29.46,0.16,0.55,29.46,0.16,0.57,29.45,0.16,0.56,29.43,0.16,0.64,2.298853076409707,-18.57,-19.0287908695044,29.918790869504402,9.632924887550672,7.798301105232589
*,6607,UGC01257,68,4,4661,324,19,16.414,0.076,,,13.79,,,0.2,,,,,0.03,0.0,1.24,0.71,0.07,0,5,0,1,LEDA    6607,LEDA,27.02935,36.4532,ivo://CDS.VizieR/J/ApJ/902/145:table1:802,4883,4404,1.012,34.77,0.28,,,,,,,,,,34.77,0.28,0.51,2.510545010206612,-20.980000000000004,-20.77698293583714,34.56698293583714,81.92125316490919,89.94975815300364
*,6627,UGC01261,85,2,5016,299,7,16.36,0.076,16.64,14.3,13.46,0.36,0.33,0.29,1.27,0.18,0.74,0.11,0.06,0.0,1.23,0.71,0.07,5,5,1,1,LEDA    6627,LEDA,27.13937,13.43077,ivo://CDS.VizieR/J/ApJ/902/145:table1:803,5164,4728,1.013,33.81,0.14,33.82,0.14,0.44,33.81,0.14,0.44,33.79,0.14,0.43,33.69,0.13,0.56,2.4756711883244296,-20.35,-20.48898831250103,33.94898831250103,61.63077975844172,57.80960474057187
*,6628,UGC01262,55,4,5095,199,5,16.686,0.076,16.54,15.02,14.53,0.24,0.24,0.43,0.26,0.05,0.15,0.03,-0.38,0.0,1.09,0.61,0.05,3,2,1,1,LEDA    6628,LEDA,27.14312,13.70131,ivo://CDS.VizieR/J/ApJ/902/145:table1:804,5244,4807,1.013,34.52,0.23,34.53,0.22,0.52,34.51,0.23,0.53,34.5,0.23,0.52,34.3,0.24,0.61,2.298853076409707,-19.990000000000002,-19.0287908695044,33.5587908695044,51.494183216326626,80.16780633876802
*,6636,UGC01264,87,2,4789,223,8,16.653,0.076,17.23,15.48,15.31,0.25,0.23,0.25,1.19,0.2,0.64,0.12,0.03,0.0,0.99,0.52,0.03,4,4,1,1,LEDA    6636,LEDA,27.15649,13.76883,ivo://CDS.VizieR/J/ApJ/902/145:table1:805,4938,4501,1.012,34.19,0.17,34.21,0.17,0.54,34.19,0.17,0.55,34.18,0.17,0.55,34.23,0.17,0.63,2.3483048630481607,-18.879999999999995,-19.4371730856651,34.7471730856651,89.0091425001451,68.86522963442755
*,6654,UGC01268,77,3,5236,257,7,16.914,0.076,16.35,13.87,13.09,0.27,0.24,0.26,0.79,0.12,0.45,0.07,0.04,0.01,1.23,0.7,0.07,5,5,0,1,LEDA    6654,LEDA,27.21838,10.58992,ivo://CDS.VizieR/J/ApJ/902/145:table1:807,5373,4947,1.013,33.0,0.16,33.02,0.16,0.5,33.0,0.16,0.5,32.98,0.16,0.49,32.79,0.15,0.6,2.4099331233312946,-19.91,-19.946110926406007,33.03611092640601,40.4782925887433,39.810717055349734
*,6675,IC0163,68,4,2748,219,5,14.53,0.076,14.69,12.97,12.85,0.41,0.42,0.43,0.49,0.08,0.28,0.05,0.02,0.0,1.14,0.64,0.05,5,4,1,1,LEDA    6675,LEDA,27.31243,20.71132,ivo://CDS.VizieR/J/ApJ/902/145:table1:808,2922,2466,1.007,32.19,0.17,32.2,0.17,0.53,32.19,0.17,0.54,32.19,0.17,0.53,32.0,0.17,0.62,2.3404441148401185,-19.339999999999996,-19.372257538784023,32.22225753878402,27.82604657781079,27.415741719278792
*,6678,UGC01278,62,4,10039,305,19,16.794,0.076,16.69,14.8,14.52,0.25,0.22,0.22,0.4,0.07,0.23,0.04,0.02,0.0,1.22,0.71,0.07,5,5,1,1,LEDA    6678,LEDA,27.33815,12.71506,ivo://CDS.VizieR/J/ApJ/902/145:table1:809,10184,9751,1.026,35.53,0.28,35.53,0.27,0.36,35.54,0.28,0.39,35.53,0.29,0.4,35.57,0.31,0.52,2.484299839346786,-21.01,-20.560245346200333,35.08024534620033,103.76456487308018,127.64388088113448
*,6686,PGC006686,88,2,5266,341,20,15.72,0.185,,,13.12,,,0.26,,,,,0.06,0.0,1.24,0.71,0.07,0,5,0,1,LEDA    6686,LEDA,27.34252,-14.12315,ivo://CDS.VizieR/J/ApJ/902/145:table1:810,5296,5001,1.013,33.93,0.26,,,,,,,,,,33.93,0.26,0.52,2.5327543789924976,-20.810000000000002,-20.960392107898425,34.080392107898426,65.47543939396978,61.09420249055721
*,6687,UGC01279,71,3,4622,277,20,17.376,0.076,16.41,14.45,13.91,0.18,0.18,0.2,0.59,0.08,0.34,0.05,0.03,0.0,1.23,0.69,0.07,5,5,0,1,LEDA    6687,LEDA,27.35337,13.36896,ivo://CDS.VizieR/J/ApJ/902/145:table1:811,4769,4335,1.011,34.37,0.29,34.38,0.28,0.45,34.38,0.29,0.45,34.36,0.3,0.45,34.24,0.32,0.57,2.4424797690644486,-20.459999999999997,-20.214887288527716,34.12488728852772,66.83092277095028,74.81695005111534
*,6690,NGC0678,89,1,2836,497,5,15.371,0.02,14.51,11.78,11.05,0.75,0.57,0.49,1.5,0.1,0.78,0.08,0.05,0.0,1.06,0.51,0.05,5,5,1,0,LEDA    6690,LEDA,27.35351,21.99728,ivo://CDS.VizieR/J/ApJ/902/145:table1:812,3014,2555,1.007,32.49,0.12,32.48,0.12,0.35,32.49,0.12,0.39,32.5,0.12,0.4,32.95,0.1,0.48,2.696356388733332,-21.44,-22.311448477100523,33.361448477100524,47.02076552615449,31.47748314101319
*,6703,PGC006703,80,3,1439,164,17,15.959,0.185,,,14.5,,,0.34,,,,,0.02,0.0,0.98,0.51,0.03,0,5,0,0,LEDA    6703,LEDA,27.40803,-13.57093,ivo://CDS.VizieR/J/ApJ/902/145:table1:814,1472,1173,1.003,32.43,0.44,,,,,,,,,,32.43,0.44,0.66,2.214843848047698,-17.93,-18.335026757253914,32.835026757253914,36.89821452031527,30.61963433690677
*,6722,ESO477-009,54,4,9505,320,18,15.699,0.185,,,13.94,,,0.2,,,,,0.01,0.0,1.23,0.71,0.07,0,4,0,1,LEDA    6722,LEDA,27.46312,-26.28327,ivo://CDS.VizieR/J/ApJ/902/145:table1:816,9479,9270,1.024,35.5,0.32,,,,,,,,,,35.5,0.32,0.48,2.505149978319906,-21.560000000000002,-20.73242974114149,34.67242974114149,85.99752415957342,125.89254117941675
*,6728,UGC01289,52,4,4975,151,5,16.144,0.076,16.15,14.84,14.95,0.32,0.29,0.29,0.21,0.04,0.11,0.02,0.01,0.0,1.01,0.53,0.03,5,4,0,1,LEDA    6728,LEDA,27.51596,16.43828,ivo://CDS.VizieR/J/ApJ/902/145:table1:817,5133,4690,1.012,33.6,0.26,33.62,0.25,0.56,33.6,0.26,0.58,33.59,0.26,0.58,33.29,0.28,0.65,2.1789769472931693,-18.650000000000002,-18.038831100582524,32.98883110058252,39.60647759559384,52.480746024977286
*,6735,PGC006735,74,3,5296,329,18,16.182,0.185,15.82,14.16,13.87,0.25,0.21,0.19,0.69,0.1,0.39,0.06,0.03,0.0,1.24,0.71,0.07,5,5,0,1,LEDA    6735,LEDA,27.49994,-6.48776,ivo://CDS.VizieR/J/ApJ/902/145:table1:818,5360,5019,1.013,34.73,0.23,34.72,0.23,0.37,34.74,0.23,0.39,34.74,0.24,0.4,34.74,0.25,0.52,2.5171958979499744,-20.86,-20.831907225952843,34.701907225952844,87.17289020365662,88.30799004185613
*,6741,UGC01296,85,2,5279,247,18,16.768,0.185,16.51,14.74,14.46,0.24,0.24,0.27,1.16,0.17,0.65,0.1,0.04,0.0,1.12,0.63,0.05,5,5,0,0,LEDA    6741,LEDA,27.52956,-0.74022,ivo://CDS.VizieR/J/ApJ/902/145:table1:819,5368,4996,1.013,34.0,0.29,34.0,0.28,0.52,34.01,0.29,0.52,34.0,0.29,0.52,33.98,0.31,0.61,2.392696953259666,-19.54,-19.80377137084178,34.26377137084178,71.24498086596857,63.09573444801933
*,6756,IC1731,52,4,3509,212,5,15.352,0.076,14.93,13.35,13.29,0.42,0.37,0.39,0.25,0.05,0.15,0.03,0.01,0.0,1.19,0.68,0.06,5,5,2,1,LEDA    6756,LEDA,27.55138,27.19622,ivo://CDS.VizieR/J/ApJ/902/145:table1:821,3703,3236,1.009,33.26,0.24,33.25,0.23,0.49,33.26,0.24,0.49,33.27,0.25,0.48,33.11,0.26,0.59,2.326335860928751,-19.97,-19.255748907041248,32.545748907041244,32.296077711220114,44.87453899331318
*,6759,NGC0684,86,2,3536,472,5,14.53,0.076,14.55,11.94,11.24,0.6,0.46,0.47,1.31,0.21,0.72,0.12,0.05,0.0,1.18,0.64,0.06,3,5,2,1,LEDA    6759,LEDA,27.55846,27.64568,ivo://CDS.VizieR/J/ApJ/902/145:table1:822,3732,3264,1.009,32.7,0.12,32.68,0.12,0.35,32.7,0.12,0.39,32.71,0.12,0.4,33.02,0.1,0.48,2.673941998634088,-21.46,-22.126346200219352,33.366346200219354,47.12693984263875,34.6736850452532
*,6779,ESO414-007,89,1,4965,201,17,16.574,0.185,,,16.02,,,0.33,,,,,0.01,0.0,0.8,0.35,0.01,0,4,0,0,LEDA    6779,LEDA,27.63917,-28.53306,ivo://CDS.VizieR/J/ApJ/902/145:table1:823,4928,4737,1.013,34.49,0.36,,,,,,,,,,34.49,0.36,0.64,2.303196057420489,-18.470000000000002,-19.064656028894778,35.08465602889478,103.97554507915287,79.06786279998258
