2MASX,Jtot,Jlogr,n,Htot,Hlogr,Ktot,Klogr,6dFGS,No,p,RAJ2000,DEJ2000,cz,JlogRe,HlogRe,KlogRe,JlogIe,HlogIe,KlogIe,logVd,Mt,Group,Nr,Ng,cz.gr,d5,sD5,Js,Hs,Ks
J20071948-4822129,8.656,1.099,3.24,7.968,1.043,7.708,1.021,g2007195-482213,1,,20.12207,-48.37022,2592,0.194,0.138,0.116,3.671,3.915,4.031,2.573,0.0,,,,,,,1,1,1
J20072145-5305439,13.254,0.308,3.20,12.440,0.335,12.156,0.283,g2007214-530544,1,,20.12262,-53.09544,14813,0.133,0.160,0.108,3.493,3.613,3.743,2.382,2.0,1253,6,3,14618,2.1040,0.3631,1,1,1
J20072706-2034517,13.097,0.473,3.31,12.362,0.461,12.232,0.320,g2007271-203452,1,p,20.12419,-20.58097,12069,0.219,0.207,0.066,3.241,3.397,3.649,2.314,0.0,,,,,,,1,1,1
J20073073-0705115,13.384,0.500,5.77,12.566,0.581,12.626,0.260,g2007307-070512,1,,20.12520,-7.08661,10725,0.197,0.278,-0.043,3.045,3.056,3.603,2.124,0.0,,,,,8.8977,0.0291,1,1,0
J20073610-5304259,12.598,0.755,6.00,12.160,0.547,11.651,0.698,g2007361-530426,1,p,20.12669,-53.07394,14842,0.580,0.372,0.523,2.861,3.301,3.115,2.369,0.5,1253,6,3,14618,2.1801,0.3283,1,1,1
J20073842-0019201,13.197,0.517,2.15,12.551,0.433,12.362,0.371,g2007384-001920,1,,20.12734,-0.32222,13145,0.298,0.214,0.152,3.118,3.383,3.496,2.340,3.0,,,,,21.6573,0.0040,1,1,1
J20074859-2015107,12.151,0.550,4.10,11.283,0.593,10.992,0.560,g2007486-201511,1,,20.13017,-20.25300,9909,0.214,0.257,0.224,3.450,3.552,3.663,2.414,2.0,,,,,,,1,1,1
J20075110-2027066,13.415,0.459,5.79,12.655,0.449,12.409,0.389,g2007511-202707,1,,20.13087,-20.45183,10449,0.145,0.135,0.075,3.131,3.295,3.439,2.123,2.5,,,,,,,1,1,1
J20075166-2143583,12.167,0.670,3.54,11.333,0.690,11.023,0.654,g2007517-214358,1,,20.13102,-21.73281,12131,0.418,0.438,0.402,3.211,3.346,3.462,2.337,0.0,,,,,,,1,1,1
J20075197-6021185,12.315,0.654,1.90,11.632,0.635,11.225,0.675,g2007520-602119,1,p,20.13110,-60.35514,8517,0.255,0.236,0.276,3.134,3.299,3.323,2.120,1.5,,,,,12.8912,0.0085,1,1,1
J20075627-8411193,13.377,0.407,5.63,12.559,0.402,12.044,0.491,g2007564-841120,1,p,20.13234,-84.18877,15368,0.252,0.247,0.336,3.296,3.465,3.392,2.247,0.0,,,,,,,1,1,1
J20080529-6639090,12.828,0.617,3.53,12.125,0.590,11.702,0.602,g2008053-663909,1,p,20.13481,-66.65244,14660,0.443,0.416,0.428,3.048,3.231,3.288,2.299,4.0,,,,,5.0503,0.0657,0,0,0
J20081948-4812407,10.145,0.992,5.18,9.445,0.980,9.199,0.954,g2008195-481241,1,p,20.13874,-48.21142,2471,0.075,0.063,0.037,3.290,3.450,3.569,2.278,2.0,34,1,4,2523,12.4797,0.0150,1,1,1
J20082325-2139297,12.340,0.670,4.52,11.513,0.707,11.279,0.651,g2008233-213930,1,p,20.13980,-21.65828,12070,0.416,0.453,0.397,3.144,3.241,3.366,2.305,1.5,,,,,,,1,1,1
J20083121-2004087,13.397,0.335,3.13,12.574,0.369,12.336,0.261,g2008312-200409,1,,20.14200,-20.06903,9458,-0.020,0.014,-0.094,3.369,3.475,3.718,2.051,2.0,,,,,10.6462,0.0270,1,1,1
J20083349-2016037,13.457,0.549,5.30,12.436,0.686,12.292,0.585,g2008335-201604,1,,20.14264,-20.26778,15005,0.385,0.522,0.421,2.957,2.931,3.096,2.268,0.0,,,,,,,1,1,1
J20083763-5527132,10.962,0.852,2.69,10.197,0.874,9.964,0.857,g2008377-552713,1,p,20.14380,-55.45367,4179,0.160,0.182,0.165,3.256,3.372,3.460,2.059,3.0,137,1,1,4266,1.6990,0.6059,1,1,1
J20083818-5314354,13.430,0.445,3.62,12.634,0.497,12.339,0.428,g2008382-531435,1,p,20.14393,-53.24314,14363,0.270,0.322,0.253,3.152,3.214,3.381,2.083,3.0,1253,6,3,14618,2.2494,0.3177,1,1,1
J20084688-2151417,12.902,0.520,3.73,12.181,0.504,11.919,0.447,g2008469-215142,1,,20.14635,-21.86153,12100,0.267,0.251,0.194,3.220,3.381,3.519,2.233,2.5,,,,,,,1,1,1
J20085389-5428018,13.322,0.408,5.02,12.614,0.390,12.311,0.360,g2008539-542802,1,,20.14832,-54.46722,16136,0.272,0.254,0.224,3.273,3.441,3.528,2.368,2.0,1463,14,5,16075,0.9563,2.0717,1,1,1
J20090318-5427018,13.127,0.466,3.10,12.387,0.454,12.068,0.385,g2009032-542702,1,p,20.15088,-54.45047,16136,0.330,0.318,0.249,3.236,3.404,3.575,2.367,0.0,1463,14,5,16075,0.9868,1.9229,1,1,1
J20091337-5421218,13.444,0.301,1.93,12.405,0.514,12.410,0.280,g2009133-542122,1,p,20.15370,-54.35603,15296,0.165,0.378,0.144,3.439,3.277,3.649,2.363,0.0,1463,14,5,16075,0.4824,8.2389,1,1,1
J20091467-4621027,12.481,0.651,3.43,11.656,0.655,11.361,0.621,g2009147-462103,1,p,20.15407,-46.35072,9239,0.286,0.290,0.256,3.077,3.253,3.377,2.262,2.0,,,,,7.0071,0.0373,1,1,1
J20091558-2102295,13.629,0.463,3.12,12.779,0.554,12.573,0.474,g2009156-210230,1,,20.15432,-21.04164,11948,0.205,0.296,0.216,3.041,3.040,3.202,2.144,1.5,,,,,7.9502,0.0280,1,1,0
J20091565-5419178,13.356,0.352,4.24,12.750,0.273,12.389,0.251,g2009156-541918,1,p,20.15434,-54.32153,15926,0.216,0.137,0.115,3.372,3.621,3.715,2.382,1.0,1463,14,5,16075,0.8163,2.9129,1,1,1
J20092560-4817051,11.294,0.754,4.05,10.654,0.715,10.422,0.713,g2009256-481705,1,p,20.15712,-48.28483,2471,-0.163,-0.202,-0.204,3.305,3.496,3.562,2.077,1.0,34,1,4,2523,12.4002,0.0118,1,1,1
J20092663-5320052,13.494,0.396,4.55,12.660,0.518,12.599,0.344,g2009266-532006,1,p,20.15739,-53.33486,16131,0.261,0.383,0.209,3.235,3.171,3.447,2.127,1.0,,,,,2.9570,0.2000,0,0,0
J20093030-2113155,12.829,0.672,4.65,12.093,0.681,11.974,0.551,g2009303-211316,1,p,20.15841,-21.22097,12068,0.418,0.427,0.297,2.944,3.061,3.288,2.256,2.0,,,,,,,1,1,1
J20093914-4919542,11.251,0.719,3.77,10.513,0.681,10.237,0.637,g2009392-491954,1,p,20.16088,-49.33172,4813,0.079,0.041,-0.003,3.406,3.633,3.790,2.163,3.0,,,,,4.1935,0.0808,1,1,1
J20094051-5433103,13.599,0.395,2.91,12.854,0.411,12.405,0.453,g2009405-543311,1,,20.16125,-54.55292,13138,0.176,0.192,0.234,3.172,3.287,3.302,2.104,1.5,,,,,4.8848,0.0804,1,0,1
J20094410-6640249,12.101,0.701,4.52,11.507,0.625,11.191,0.635,g2009441-664025,1,p,20.16226,-66.67367,11601,0.431,0.355,0.365,3.152,3.391,3.423,2.352,0.0,,,,,8.1166,0.0252,1,1,1
J20094919-5900464,12.861,0.850,5.55,12.454,0.663,12.122,0.692,g2009492-590047,1,p,20.16366,-59.01294,14026,0.658,0.471,0.500,2.558,2.946,2.936,2.198,2.0,,,,,6.4964,0.0343,1,1,1
J20095408-4822462,8.286,1.377,4.40,7.563,1.377,7.317,1.364,g2009541-482246,1,p,20.16502,-48.37955,2710,0.491,0.491,0.478,3.264,3.410,3.502,2.448,0.0,,,,,,,1,1,1
J20100826-0100328,13.830,0.192,6.00,12.992,0.230,12.633,0.329,g2010083-010033,1,,20.16896,-1.00911,11494,-0.082,-0.044,0.055,3.499,3.600,3.467,2.329,2.0,,,,,9.3677,0.0227,0,0,0
J20101083-4817135,9.877,1.163,3.02,9.186,1.142,8.947,1.136,g2010109-481713,1,p,20.16968,-48.28706,2770,0.246,0.225,0.219,3.054,3.229,3.306,2.161,4.0,34,1,4,2523,10.3035,0.0238,1,1,1
J20101168-4358310,11.980,0.664,6.00,11.366,0.620,11.078,0.624,g2010117-435831,1,p,20.16991,-43.97539,5422,0.092,0.048,0.052,3.228,3.418,3.480,2.134,4.0,243,4,3,5654,1.2633,1.1732,1,1,1
J20102381-2146313,13.130,0.399,5.90,12.508,0.285,12.109,0.368,g2010238-214631,1,p,20.17328,-21.77536,12128,0.147,0.033,0.116,3.368,3.686,3.599,2.365,0.0,,,,,,,1,1,1
J20102462-5938506,13.216,0.165,3.32,12.645,0.119,12.324,0.143,g2010246-593851,1,p,20.17351,-59.64750,11061,-0.125,-0.171,-0.147,3.767,3.940,3.950,2.144,2.0,,,,,4.2861,0.0795,1,1,1
J20103773-8651282,12.852,0.385,5.19,12.077,0.411,11.896,0.272,g2010377-865129,1,p,20.17713,-86.85792,13372,0.173,0.199,0.060,3.515,3.614,3.878,2.270,2.0,,,,,,,1,1,1
J20110463-5411587,13.113,0.486,3.19,12.201,0.617,12.280,0.337,g2011046-541159,1,p,20.18461,-54.19972,16194,0.350,0.481,0.201,3.203,3.153,3.587,2.313,2.0,1463,14,5,16075,1.2975,0.9454,1,1,1
J20111901-5340356,13.565,0.385,6.00,12.932,0.335,12.502,0.404,g2011191-534036,1,,20.18863,-53.67656,14782,0.215,0.165,0.234,3.220,3.420,3.365,2.363,2.0,,,,,2.1306,0.3578,1,0,1
J20112633-5247086,12.306,0.749,3.59,11.527,0.794,11.676,0.564,g2011263-524709,1,p,20.19065,-52.78578,5605,0.173,0.218,-0.012,2.935,3.010,3.364,2.091,0.5,,,,,2.5399,0.2804,1,1,1
J20114049-2049135,12.339,0.771,6.00,11.556,0.787,11.503,0.641,g2011405-204914,1,p,20.19458,-20.82042,10626,0.464,0.480,0.334,2.920,3.047,3.289,2.168,4.0,,,,,7.3369,0.0528,1,1,1
J20120360-5613211,12.853,0.680,6.00,12.168,0.616,11.973,0.520,g2012036-561321,1,p,20.20100,-56.22256,15242,0.555,0.491,0.395,2.922,3.171,3.345,2.214,2.0,1582,57,2,16508,0.7146,3.4254,0,0,0
J20120429-5251129,12.893,0.412,3.95,12.037,0.504,11.864,0.391,g2012043-525113,1,p,20.20120,-52.85364,11750,0.147,0.239,0.126,3.415,3.422,3.643,2.302,0.5,,,,,3.4313,0.1554,1,1,1
J20121174-4408480,11.039,0.814,5.04,10.330,0.783,10.044,0.779,g2012118-440848,1,p,20.20327,-44.14667,5720,0.242,0.211,0.207,3.306,3.507,3.585,2.366,0.0,243,4,3,5654,3.0296,0.1948,1,1,1
J20121530-0032056,13.093,0.655,4.22,12.564,0.525,12.099,0.595,g2012153-003206,2,,20.20425,-0.53489,16078,0.519,0.389,0.459,2.899,3.209,3.155,2.255,0.0,,,,,4.9916,0.0665,1,1,1
J20122036-1735297,11.594,0.754,2.96,10.898,0.727,10.564,0.767,g2012204-173530,1,p,20.20565,-17.59161,5521,0.172,0.145,0.185,3.223,3.404,3.409,2.164,4.0,,,,,9.0804,0.0272,1,1,1
J20122656-6524575,13.202,0.795,6.00,12.671,0.622,12.193,0.783,g2012266-652458,1,,20.20737,-65.41597,15192,0.636,0.463,0.624,2.548,2.953,2.731,2.244,3.0,,,,,4.3327,0.1034,1,1,1
J20122705-1846145,13.138,0.430,6.00,12.404,0.392,11.902,0.480,g2012271-184614,1,p,20.20752,-18.77061,15687,0.284,0.246,0.334,3.328,3.536,3.463,2.128,0.0,,,,,3.8658,0.1664,1,1,1
J20123427-4546540,12.935,0.336,6.00,12.114,0.413,11.855,0.393,g2012343-454654,1,p,20.20952,-45.78172,9174,-0.032,0.045,0.025,3.526,3.554,3.636,2.079,1.5,,,,,5.7246,0.0648,1,1,1
J20123857-4545330,12.217,0.560,6.00,11.500,0.549,11.373,0.441,g2012386-454533,1,p,20.21071,-45.75917,9174,0.192,0.181,0.073,3.366,3.527,3.733,2.328,0.5,,,,,5.6742,0.0650,1,1,1
J20125700-2011237,13.125,0.551,2.00,12.294,0.589,11.967,0.564,g2012570-201124,1,p,20.21584,-20.18995,15419,0.398,0.436,0.411,3.082,3.180,3.266,2.189,0.5,,,,,5.3958,0.1012,1,1,1
J20133274-5357398,13.086,0.273,6.00,12.300,0.321,11.860,0.376,g2013328-535740,1,p,20.22576,-53.96106,14752,0.102,0.150,0.205,3.632,3.698,3.676,2.439,0.0,,,,,2.9081,0.1863,1,1,1
J20134339-0004189,13.124,0.714,6.00,12.360,0.715,12.231,0.630,g2013434-000419,1,,20.22873,-0.07186,6303,0.188,0.189,0.104,2.705,2.853,3.021,2.040,1.5,,,,,5.7823,0.0529,0,0,0
J20135129-6408474,13.307,0.320,3.72,12.548,0.315,12.406,0.196,g2013513-640848,1,p,20.23092,-64.14655,13207,0.103,0.098,-0.021,3.441,3.603,3.817,2.288,2.0,,,,,12.0689,0.0117,1,1,1
J20135861-5702230,12.407,0.622,6.00,11.698,0.580,11.418,0.543,g2013587-570223,1,,20.23296,-57.03967,15604,0.497,0.455,0.418,3.214,3.429,3.520,2.393,0.0,1582,57,2,16508,0.9138,2.4750,0,0,0
J20140003-1313444,12.349,0.634,5.52,11.838,0.485,11.383,0.577,g2014000-131345,1,p,20.23335,-13.22903,7459,0.179,0.030,0.122,3.169,3.520,3.461,2.045,4.0,,,,,,,0,0,0
J20141253-4437231,11.670,0.733,4.87,10.986,0.723,10.673,0.758,g2014125-443723,1,p,20.23681,-44.62317,5721,0.161,0.151,0.186,3.215,3.364,3.374,2.115,0.5,243,4,3,5654,2.2876,0.3536,1,1,1
J20141362-5929330,11.992,0.798,6.00,11.171,0.878,10.981,0.774,g2014136-592933,1,p,20.23711,-59.49247,10728,0.495,0.575,0.471,2.989,3.010,3.225,2.343,2.5,,,,,4.5620,0.0671,1,1,1
J20143427-1216148,12.195,0.486,4.01,11.373,0.528,11.261,0.409,g2014343-121615,1,p,20.24286,-12.27078,7997,0.060,0.102,-0.017,3.529,3.623,3.846,2.345,1.0,,,,,,,1,1,1
J20143448-1514068,13.891,0.285,4.11,12.913,0.493,13.014,0.167,g2014345-151407,1,p,20.24292,-15.23517,14388,0.103,0.311,-0.015,3.288,3.110,3.634,2.166,2.0,,,,,,,0,0,0
J20144323-0700345,12.198,0.621,5.71,11.552,0.592,11.351,0.552,g2014432-070035,1,p,20.24534,-7.00961,4151,-0.083,-0.112,-0.152,3.222,3.394,3.515,2.105,0.0,,,,,24.9883,0.0040,1,1,1
J20144467-1730378,12.945,0.503,5.88,12.194,0.514,11.963,0.420,g2014447-173038,1,,20.24574,-17.51047,15771,0.359,0.370,0.276,3.244,3.367,3.552,2.392,2.0,,,,,5.2998,0.0726,1,1,1
J20144597-5140351,12.313,0.605,4.73,11.617,0.605,11.319,0.645,g2014460-514035,1,p,20.24611,-51.67639,5178,-0.004,-0.004,0.036,3.214,3.347,3.343,2.056,2.0,,,,,2.3605,0.3710,1,1,1
J20145222-1732038,13.857,0.363,3.52,12.955,0.405,12.321,0.704,g2014522-173204,1,,20.24784,-17.53439,16071,0.227,0.269,0.568,3.162,3.282,2.841,2.217,0.0,,,,,5.2950,0.0737,0,0,1
J20145495-1944047,12.218,0.676,5.91,11.455,0.649,11.203,0.614,g2014550-194405,1,p,20.24860,-19.73464,8161,0.259,0.232,0.197,3.143,3.350,3.461,2.308,2.0,,,,,3.7362,0.1727,1,1,1
J20145978-5307301,13.615,0.342,6.00,12.993,0.280,12.577,0.259,g2014598-530730,1,,20.24994,-53.12511,14478,0.170,0.108,0.087,3.279,3.502,3.622,2.290,2.0,1310,8,7,14734,2.5113,0.3154,1,0,0
J20151973-4708520,13.035,0.715,5.10,12.314,0.699,11.928,0.757,g2015197-470852,1,,20.25548,-47.14772,15353,0.560,0.544,0.602,2.767,2.938,2.885,2.264,4.0,,,,,6.8929,0.0356,1,1,1
J20152609-6151272,11.989,0.883,5.38,11.317,0.812,10.780,1.057,g2015261-615127,1,p,20.25726,-61.85753,11097,0.594,0.523,0.768,2.823,3.086,2.741,2.313,0.0,,,,,5.8828,0.0511,1,1,1
J20154106-6152304,12.411,0.799,2.14,11.684,0.799,11.220,0.871,g2015411-615230,1,p,20.26141,-61.87508,11097,0.510,0.510,0.582,2.823,2.966,2.937,2.074,3.0,,,,,5.9054,0.0519,1,1,1
J20155152-4426150,13.379,0.446,2.61,12.649,0.468,12.375,0.457,g2015515-442615,1,,20.26431,-44.43753,9526,0.080,0.102,0.091,3.130,3.231,3.301,2.132,1.0,664,0,2,9218,4.5150,0.0964,1,1,1
J20155293-5316223,11.930,0.793,5.31,11.447,0.623,10.829,0.793,g2015530-531622,1,p,20.26471,-53.27289,15047,0.621,0.451,0.621,3.053,3.435,3.254,2.366,0.0,1310,8,7,14734,2.5524,0.2745,1,1,1
J20155558-4609020,11.488,0.770,5.12,10.711,0.763,10.467,0.676,g2015556-460902,1,p,20.26544,-46.15059,8963,0.392,0.385,0.298,3.238,3.415,3.626,2.338,2.0,,,,,5.0360,0.0805,1,1,1
J20155569-4418490,12.700,0.591,6.00,12.171,0.461,11.891,0.450,g2015557-441849,1,p,20.26547,-44.31361,9106,0.225,0.095,0.084,3.112,3.436,3.508,2.143,1.5,664,0,2,9218,4.2952,0.1027,1,1,1
J20160977-4918474,11.210,0.735,5.12,10.544,0.705,10.281,0.715,g2016098-491848,1,p,20.26938,-49.31322,4658,0.143,0.113,0.123,3.395,3.577,3.617,2.230,0.0,256,2,4,5388,3.8139,0.1229,1,1,1
J20161744-5242135,12.327,0.820,3.11,11.552,0.870,11.403,0.743,g2016175-524213,1,p,20.27151,-52.70372,15345,0.648,0.698,0.571,2.839,2.898,3.124,2.259,4.0,1310,8,7,14734,2.1311,0.3982,1,1,1
J20162064-0022097,12.658,0.596,6.00,12.008,0.527,11.667,0.512,g2016206-002210,2,p,20.27240,-0.36936,16133,0.461,0.392,0.377,3.180,3.420,3.489,2.405,0.0,,,,,2.8676,0.2104,0,0,0
J20163580-4657577,10.813,0.764,5.54,10.106,0.748,9.850,0.742,g2016358-465758,1,p,20.27662,-46.96600,5068,0.145,0.129,0.123,3.492,3.663,3.735,2.328,1.0,,,,,2.6808,0.2260,1,1,1
J20164318-4545529,12.434,0.593,5.74,11.758,0.593,11.529,0.572,g2016432-454553,1,p,20.27866,-45.76469,5033,-0.028,-0.028,-0.049,3.184,3.311,3.403,2.138,0.0,,,,,1.6463,0.7726,1,1,1
J20170512-4335059,11.868,0.656,4.40,11.187,0.619,10.898,0.647,g2017052-433506,1,p,20.28476,-43.58495,5325,0.057,0.020,0.048,3.287,3.489,3.505,2.203,0.0,253,0,1,5309,1.8940,0.4266,1,1,1
J20171254-5206585,12.606,0.362,6.00,11.958,0.309,11.666,0.347,g2017125-520658,1,,20.28681,-52.11622,5598,-0.214,-0.267,-0.229,3.584,3.804,3.800,2.265,0.0,,,,,2.8178,0.2603,1,1,1
J20171347-6502314,13.483,0.363,6.00,12.784,0.332,12.483,0.284,g2017134-650232,1,p,20.28706,-65.04208,13899,0.167,0.136,0.088,3.284,3.476,3.609,2.195,0.0,,,,,5.8766,0.0555,1,1,1
J20171553-7913453,12.737,0.609,3.44,11.957,0.565,11.797,0.453,g2017155-791345,1,,20.28765,-79.22919,14624,0.434,0.390,0.278,3.154,3.382,3.571,2.207,2.0,,,,,7.3739,0.0375,1,1,1
J20171638-1906113,13.183,0.421,3.24,12.413,0.425,12.124,0.395,g2017164-190611,1,p,20.28788,-19.10308,16072,0.285,0.289,0.259,3.318,3.460,3.539,2.310,0.0,,,,,3.7211,0.1690,1,1,1
J20172214-5317101,12.234,0.539,4.42,11.517,0.567,11.224,0.593,g2017222-531710,1,p,20.28949,-53.28617,4344,-0.145,-0.117,-0.091,3.371,3.458,3.483,2.083,1.0,,,,,2.6845,0.2510,1,1,1
J20172524-6331104,13.591,0.450,6.00,12.764,0.508,12.505,0.375,g2017252-633110,1,p,20.29034,-63.51947,12813,0.221,0.279,0.146,3.061,3.126,3.417,2.188,1.0,,,,,14.2327,0.0106,1,1,1
J20174415-2214203,11.959,0.807,6.00,11.234,0.811,11.070,0.717,g2017442-221420,1,p,20.29560,-22.23900,8254,0.395,0.399,0.305,2.986,3.115,3.308,2.219,0.0,,,,,3.1476,0.1606,1,1,1
J20174521-4621013,13.540,0.356,5.29,12.766,0.402,12.395,0.381,g2017453-462102,1,p,20.29590,-46.35042,15258,0.198,0.244,0.223,3.281,3.349,3.450,2.373,0.0,,,,,6.3108,0.0555,1,1,1
J20174650-0153355,13.615,0.179,2.06,12.631,0.363,12.390,0.250,g2017465-015336,1,p,20.29626,-1.89319,16163,0.045,0.229,0.116,3.633,3.500,3.724,2.230,2.0,,,,,3.6525,0.2294,0,0,0
J20175279-1210435,13.062,0.520,5.39,11.988,0.761,11.684,0.678,g2017528-121044,1,p,20.29800,-12.17883,15428,0.367,0.608,0.525,3.159,2.952,3.147,2.253,0.0,,,,,,,1,1,1
J20175838-2156572,12.186,0.646,2.69,11.397,0.658,11.148,0.604,g2017584-215657,1,p,20.29955,-21.94922,11341,0.366,0.378,0.324,3.238,3.375,3.507,2.297,2.0,,,,,8.9531,0.0199,1,1,1
J20180323-4531092,11.831,0.743,6.00,11.208,0.698,11.005,0.676,g2018033-453109,1,p,20.30091,-45.51925,5061,0.124,0.079,0.057,3.124,3.320,3.403,2.247,0.0,,,,,1.5787,0.8402,1,1,1
J20181087-6634257,13.996,0.283,4.21,13.219,0.320,12.783,0.429,g2018109-663426,1,p,20.30302,-66.57383,15285,0.126,0.163,0.272,3.246,3.332,3.199,2.102,1.0,,,,,,,0,0,0
J20182196-0023507,13.246,0.581,6.00,12.787,0.419,12.504,0.372,g2018220-002351,1,,20.30610,-0.39750,16431,0.454,0.292,0.245,2.975,3.325,3.434,2.340,1.0,,,,,1.5470,0.7917,0,0,0
J20182212-4153472,11.769,0.817,5.59,11.118,0.795,10.957,0.732,g2018221-415348,1,p,20.30615,-41.89653,5317,0.219,0.197,0.134,3.010,3.168,3.314,2.255,0.5,,,,,2.4131,0.2706,1,1,1
J20182327-4103006,9.453,1.296,3.67,8.796,1.270,8.494,1.284,g2018233-410301,1,p,20.30647,-41.05017,5464,0.709,0.683,0.697,2.978,3.148,3.195,2.462,0.0,,,,,,,1,1,1
J20183568-5315002,13.769,0.437,2.47,13.058,0.447,12.595,0.498,g2018357-531500,1,,20.30992,-53.25006,14686,0.265,0.275,0.326,3.028,3.142,3.137,2.047,3.0,1310,8,7,14734,1.6671,0.7342,0,0,0
J20184365-4541562,13.402,0.335,3.44,12.743,0.298,12.544,0.238,g2018437-454156,1,,20.31212,-45.69889,11027,0.044,0.007,-0.053,3.350,3.541,3.671,2.137,1.5,,,,,6.8850,0.0494,1,1,1
J20185698-4116098,11.731,0.631,6.00,11.032,0.624,10.808,0.586,g2018570-411610,1,p,20.31582,-41.26942,4835,0.001,-0.006,-0.044,3.393,3.542,3.665,2.293,1.0,196,1,1,4933,2.7275,0.2037,1,1,1
J20190248-5743204,13.058,0.357,6.00,12.095,0.537,12.020,0.324,g2019025-574320,1,,20.31736,-57.72228,15694,0.211,0.391,0.178,3.479,3.352,3.716,2.329,2.0,,,,,2.6311,0.3025,1,1,1
J20190372-0108522,12.143,0.833,4.53,11.368,0.841,10.974,0.884,g2019037-010852,1,p,20.31770,-1.14781,15742,0.688,0.696,0.739,2.908,3.045,3.021,2.254,0.0,,,,,1.9500,0.4549,1,1,1
J20190627-5237445,13.132,0.488,6.00,12.523,0.385,12.296,0.261,g2019063-523745,1,,20.31841,-52.62906,15642,0.341,0.238,0.114,3.186,3.485,3.732,2.219,1.0,,,,,,,1,1,1
J20191315-1942221,13.034,0.443,4.42,12.261,0.508,12.094,0.390,g2019131-194222,1,p,20.32032,-19.70611,16101,0.307,0.372,0.254,3.329,3.353,3.559,2.271,0.0,,,,,3.1827,0.2381,1,1,1
J20191656-1046034,13.508,0.440,6.00,12.638,0.595,12.567,0.414,g2019166-104603,1,p,20.32127,-10.76758,13715,0.239,0.394,0.213,3.130,3.014,3.319,2.136,1.0,,,,,,,1,1,0
J20192466-5244464,12.582,0.674,6.00,12.090,0.546,11.774,0.520,g2019247-524446,1,p,20.32352,-52.74622,16092,0.538,0.410,0.384,3.037,3.338,3.423,2.284,0.0,,,,,,,1,1,1
J20193137-6539143,12.578,0.605,5.97,12.038,0.503,11.758,0.463,g2019314-653914,1,p,20.32538,-65.65392,10993,0.312,0.210,0.170,3.142,3.415,3.537,2.228,0.0,,,,,5.1390,0.0726,1,1,1
J20193308-6707456,13.919,0.269,4.15,12.838,0.556,13.084,0.227,g2019331-670745,1,,20.32587,-67.12928,15257,0.111,0.398,0.069,3.308,3.015,3.484,2.250,2.0,,,,,,,0,1,0
J20193988-4944212,12.096,0.598,5.12,11.390,0.598,11.148,0.544,g2019399-494422,1,p,20.32775,-49.73933,4777,0.006,0.006,-0.048,3.314,3.452,3.613,2.157,1.0,256,2,4,5388,3.2895,0.2411,1,1,1
J20194084-5236312,13.605,0.271,5.83,12.831,0.330,12.709,0.213,g2019408-523631,1,p,20.32800,-52.60870,15642,0.124,0.183,0.066,3.431,3.471,3.662,2.192,0.0,,,,,,,1,1,0
J20194208-5257092,13.634,0.312,6.00,12.932,0.269,12.681,0.168,g2019421-525709,1,p,20.32837,-52.95258,14864,0.144,0.101,0.000,3.331,3.548,3.762,2.229,2.0,,,,,1.4942,0.9900,1,0,0
J20194340-2947426,12.554,0.517,5.06,11.917,0.426,11.517,0.469,g2019434-294743,1,p,20.32873,-29.79517,12410,0.275,0.184,0.227,3.345,3.630,3.626,2.322,0.0,1104,2,1,12429,2.7933,0.1943,1,1,1
J20194454-5326502,10.735,0.843,4.83,10.088,0.779,9.721,0.824,g2019445-532651,1,p,20.32904,-53.44736,5572,0.265,0.201,0.246,3.371,3.612,3.624,2.303,0.0,,,,,3.1458,0.1767,1,1,1
J20194685-6645425,12.780,0.638,4.81,12.140,0.591,11.608,0.703,g2019469-664542,1,p,20.32968,-66.76175,15405,0.484,0.437,0.549,3.022,3.222,3.121,2.255,3.5,,,,,4.1805,0.0949,1,1,1
J20194941-0048463,13.095,0.567,3.42,12.442,0.515,11.948,0.575,g2019494-004846,1,,20.33039,-0.81283,15979,0.437,0.385,0.445,3.059,3.268,3.248,2.236,1.0,1564,8,2,16313,1.0943,1.4932,0,0,0
J20195437-0314263,12.997,0.587,3.02,12.304,0.623,12.036,0.547,g2019544-031427,1,p,20.33178,-3.24081,11366,0.308,0.344,0.268,3.028,3.080,3.264,2.152,0.0,,,,,8.3035,0.0243,1,1,1
J20200342-1459382,12.198,0.669,5.23,11.302,0.786,10.912,0.863,g2020034-145938,1,,20.33428,-14.99392,7936,0.240,0.357,0.434,3.156,3.131,3.076,2.248,0.0,,,,,,,1,1,1
J20200429-5856111,12.334,0.686,4.17,11.579,0.688,11.457,0.597,g2020043-585611,1,p,20.33452,-58.93644,10752,0.384,0.386,0.295,3.078,3.228,3.390,2.168,0.5,,,,,5.6991,0.0471,1,1,1
J20200626-8422004,13.810,0.379,4.81,12.906,0.494,12.873,0.231,g2020064-842200,1,,20.33510,-84.36678,14978,0.214,0.329,0.066,3.169,3.135,3.577,2.149,0.5,,,,,,,0,0,0
J20201020-6719199,13.141,0.867,2.60,12.232,0.916,12.000,0.920,g2020102-671920,1,,20.33618,-67.32228,13788,0.668,0.717,0.721,2.409,2.526,2.528,2.160,4.0,,,,,6.7516,0.0371,1,1,1
